"id","name","age","potential","body_type","value","wage"
"16974","T. Damsgaard","20","66","Lean","130000","1000"
"16975","K. Henry","18","68","Lean","150000","1000"
"16976","Zhu Xiaogang","30","56","Lean","70000","2000"
"16977","A. Kuruniyan","21","70","Lean","0","0"
"16978","R. Batlokwa","20","68","Lean","160000","1000"
"16979","B. Leneis","19","67","Normal","120000","1000"
"16980","M. Blair","18","66","Normal","130000","3000"
"16981","Lee Hyun Sik","22","64","Lean","130000","1000"
"16982","J. Etou","24","62","Normal","120000","1000"
"16983","Cui Ming'an","23","63","Normal","110000","1000"
"16984","D. López","18","66","Lean","140000","2000"
"16985","P. Pierzchała","19","65","Normal","120000","1000"
"16986","O. Al Owdah","19","71","Lean","170000","2000"
"16987","A. Thurgate","18","69","Lean","160000","1000"
"16988","Y. Magnin","21","64","Normal","130000","1000"
"16989","A. Al Enazi","21","65","Lean","120000","2000"
"16990","C. Clifford","26","57","Normal","100000","1000"
"16991","T. Hagelskjaer","23","64","Normal","100000","1000"
"16992","N. Rodes","20","67","Lean","140000","1000"
"16993","L. Mirwa","23","63","Normal","110000","1000"
"16994","W. Altamirano","20","64","Stocky","130000","2000"
"16995","Ko Jae Hyun","19","71","Normal","190000","1000"
"16996","O. Evans","21","68","Lean","130000","3000"
"16997","Lü Peng","28","56","Normal","90000","3000"
"16998","Xu Yougang","22","65","Lean","120000","2000"
"16999","Sun Guowen","24","58","Lean","110000","2000"
"17000","S. Alzate","19","68","Lean","160000","3000"
"17001","M. Steinwender","18","70","Lean","170000","1000"
"17002","H. Cardwell","21","63","Normal","130000","2000"
"17003","M. Vantruba","20","71","Lean","160000","1000"
"17004","H. Wilder","18","74","Normal","170000","1000"
"17005","B. Delihasan","19","72","Lean","180000","1000"
"17006","D. Puster","19","68","Lean","160000","1000"
"17007","H. Tombakti","19","71","Lean","180000","2000"
"17008","L. Gibbens","17","71","Lean","160000","1000"
"17009","G. Kostadinov","27","57","Normal","0","0"
"17010","L. Perea","32","56","Lean","70000","1000"
"17011","A. Ogalde","21","64","Lean","100000","1000"
"17012","M. Bersano","25","61","Normal","90000","1000"
"17013","I. Olaofe","18","68","Normal","150000","1000"
"17014","D. Barnett","21","65","Lean","120000","1000"
"17015","R. Ferguson","20","69","Normal","140000","1000"
"17016","F. Domínguez","20","65","Normal","140000","2000"
"17017","N. Vitré","20","68","Normal","140000","1000"
"17018","H. Al Sibyani","19","64","Normal","110000","2000"
"17019","M. Shabow","20","64","Lean","140000","1000"
"17020","A. Famewo","19","66","Normal","130000","1000"
"17021","W. Tomlinson","20","65","Lean","140000","4000"
"17022","O. Al Zayni","22","62","Normal","110000","4000"
"17023","A. Linnér","19","67","Lean","160000","1000"
"17024","A. Tarmin","21","67","Normal","140000","3000"
"17025","J. Roberts","17","75","Lean","180000","1000"
"17026","K. Horgan","21","62","Normal","90000","1000"
"17027","J. Tibbetts","19","65","Normal","110000","1000"
"17028","R. Balanta","25","60","Lean","120000","1000"
"17029","D. Arias","18","68","Lean","160000","1000"
"17030","W. Huffer","19","72","Lean","160000","1000"
"17031","Yan Zhiyu","25","60","Normal","100000","2000"
"17032","W. Hanssen","20","63","Lean","130000","1000"
"17033","M. Al Thani","21","65","Lean","140000","3000"
"17034","Montes","20","64","Lean","120000","2000"
"17035","N. Khalifa","22","65","Normal","120000","2000"
"17036","A. Fisher","20","63","Normal","100000","3000"
"17037","C. Lindley","20","69","Normal","190000","1000"
"17038","M. Borgogno","19","69","Normal","160000","1000"
"17039","H. Al Shaie","20","66","Lean","150000","2000"
"17040","G. Haag","18","72","Lean","160000","1000"
"17041","C. McVey","21","63","Normal","110000","1000"
"17042","I. Ibañez","21","63","Normal","110000","1000"
"17043","H. Sobol","18","66","Normal","140000","1000"
"17044","Cristian Arco","23","61","Normal","90000","1000"
"17045","G. Satalino","19","70","Lean","160000","1000"
"17046","A. Diaz","18","73","Lean","180000","1000"
"17047","M. Hauptmann","18","72","Normal","180000","1000"
"17048","S. Kelly","28","55","Lean","70000","1000"
"17049","K. Zobeck","28","55","Normal","60000","1000"
"17050","G. McDonagh","20","65","Normal","150000","2000"
"17051","D. Bielica","19","69","Lean","160000","1000"
"17052","M. Akjah","20","71","Normal","160000","2000"
"17053","R. Sandford","19","68","Normal","130000","1000"
"17054","R. Slater","18","66","Normal","140000","1000"
"17055","A. Al Nassar","26","55","Normal","100000","5000"
"17056","A. Al Shehry","22","62","Lean","90000","2000"
"17057","M. Kristensen","25","59","Normal","120000","2000"
"17058","E. Wearen","25","57","Normal","90000","1000"
"17059","M. Solberg","23","60","Normal","120000","2000"
"17060","Gianluca Zanette","21","66","Normal","120000","1000"
"17061","T. Bloor","18","74","Normal","160000","1000"
"17062","V. Arzayus","26","57","Lean","110000","1000"
"17063","M. Kaastrup","17","72","Lean","180000","1000"
"17064","J. Sinclair","30","55","Stocky","60000","1000"
"17065","P. Gueye","19","73","Lean","170000","1000"
"17066","M. Godoy","21","67","Lean","160000","1000"
"17067","J. Łoś","17","76","Normal","200000","1000"
"17068","S. Gussiås","18","67","Stocky","150000","1000"
"17069","G. Piras","19","70","Lean","170000","1000"
"17070","J. Sowerby","23","62","Normal","120000","1000"
"17071","Taliby","21","64","Normal","100000","1000"
"17072","P. Waring","19","61","Lean","120000","1000"
"17073","A. Agouda","19","70","Normal","190000","1000"
"17074","T. Mitchell","18","72","Normal","160000","3000"
"17075","H. Acar","23","64","Normal","130000","2000"
"17076","K. Ahmadi","19","65","Normal","140000","1000"
"17077","B. Maher","17","69","Lean","140000","1000"
"17078","A. Al Shammari","19","66","Lean","150000","2000"
"17079","A. Haroon","19","65","Lean","120000","2000"
"17080","R. Edmonds-Green","19","70","Lean","170000","2000"
"17081","N. Sheron","20","69","Normal","180000","1000"
"17082","S. Baptiste","20","71","Normal","190000","1000"
"17083","M. El Idrissy","19","70","Lean","190000","1000"
"17084","C. Goddard","21","69","Normal","190000","1000"
"17085","B. Leiva","20","65","Lean","140000","1000"
"17086","R. Kamber","22","66","Lean","150000","2000"
"17087","M. Valenta","18","70","Lean","180000","1000"
"17088","T. Forbes","22","66","Normal","130000","1000"
"17089","K. Lara","19","70","Lean","170000","1000"
"17090","A. Baun","22","62","Lean","120000","1000"
"17091","B. Niezgoda","18","73","Lean","150000","1000"
"17092","A. Doğan","16","71","Lean","160000","1000"
"17093","A. Payne","18","71","Lean","180000","2000"
"17094","J. López","18","70","Lean","180000","1000"
"17095","M. Matic","22","67","Lean","120000","1000"
"17096","Chang Feiya","25","57","Lean","110000","2000"
"17097","J. Kayode","18","70","Lean","180000","3000"
"17098","A. Arigoni","19","63","Normal","110000","1000"
"17099","R. McGinley","18","68","Lean","160000","2000"
"17100","T. Amos","20","68","Lean","140000","1000"
"17101","Y. Taki","18","70","Normal","180000","1000"
"17102","D. Błanik","21","64","Lean","140000","1000"
"17103","Y. Nishimura","18","64","Lean","120000","1000"
"17104","M. Howarth","19","65","Lean","140000","3000"
"17105","S. Mann","21","67","Normal","160000","1000"
"17106","M. Karlsson","22","62","Normal","90000","1000"
"17107","Y. Oki","18","72","Normal","150000","1000"
"17108","R. Swan","22","61","Normal","120000","1000"
"17109","D. Noone","21","64","Lean","140000","1000"
"17110","Wang Liang","28","55","Normal","70000","2000"
"17111","M. Ross Jensen","17","73","Lean","160000","1000"
"17112","F. Kraft","19","70","Normal","160000","1000"
"17113","A. Bonnah","18","65","Normal","130000","1000"
"17114","M. Barker","24","58","Normal","90000","1000"
"17115","O. Bayode","19","63","Lean","130000","3000"
"17116","C. Bassett","16","77","Lean","180000","1000"
"17117","Víctor Gómez","18","73","Stocky","160000","1000"
"17118","B. Berríos","20","69","Lean","190000","1000"
"17119","N. Logue","22","63","Normal","110000","1000"
"17120","D. Dennehy","29","55","Normal","70000","1000"
"17121","S. Harding","29","55","Normal","70000","1000"
"17122","K. Sibille","19","72","Lean","170000","1000"
"17123","C. Oxlade-Chamberlain","20","70","Lean","180000","2000"
"17124","J. Guttau","18","71","Normal","180000","1000"
"17125","N. Hunt","34","55","Normal","30000","3000"
"17126","E. Çetindere","18","76","Normal","180000","1000"
"17127","Jang Eun Gyu","25","57","Normal","110000","1000"
"17128","F. Durmuş","19","71","Lean","190000","1000"
"17129","R. Lopez-Espin","22","64","Stocky","140000","1000"
"17130","J. Singh","26","58","Lean","0","0"
"17131","K. Davies","21","67","Lean","140000","3000"
"17132","Y. Aguila","22","63","Normal","110000","1000"
"17133","J. Romo","18","71","Lean","180000","1000"
"17134","A. Troffa","18","68","Lean","160000","1000"
"17135","F. Darisi","21","67","Lean","140000","3000"
"17136","A. Quintana","23","63","Normal","100000","1000"
"17137","K. Klaesson","17","70","Normal","140000","1000"
"17138","H. Ishikawa","19","64","Normal","130000","1000"
"17139","C. Moreno","20","64","Normal","100000","1000"
"17140","E. Selen","23","62","Lean","90000","1000"
"17141","M. Hernández","19","70","Normal","190000","1000"
"17142","A. Sevestre","19","68","Normal","130000","1000"
"17143","L. Dunne","19","72","Lean","190000","1000"
"17144","L. Cass","18","74","Lean","160000","2000"
"17145","S. Jurado","20","69","Normal","160000","1000"
"17146","G. Kawanami","27","56","Normal","70000","1000"
"17147","D. Araki","24","59","Normal","110000","1000"
"17148","R. Uehara","21","66","Normal","150000","1000"
"17149","J. Grayson","19","70","Normal","170000","2000"
"17150","N. Gartside","20","67","Normal","130000","1000"
"17151","R. Piscitelli","24","59","Normal","80000","1000"
"17152","H. Guenouche","18","71","Normal","160000","1000"
"17153","N. Hahn","17","77","Lean","180000","1000"
"17154","E. Küc","21","65","Normal","140000","1000"
"17155","J. Galić","18","72","Stocky","150000","1000"
"17156","E. Iandolo","20","63","Lean","130000","2000"
"17157","B. Doherty","21","68","Normal","150000","1000"
"17158","K. Yamaguchi","23","61","Lean","120000","1000"
"17159","H. Ishihara","19","72","Lean","190000","1000"
"17160","W. Scott","18","68","Normal","140000","1000"
"17161","H. Offia","18","66","Normal","140000","1000"
"17162","R. Yañez","23","65","Normal","110000","1000"
"17163","K. Ward","18","74","Lean","180000","1000"
"17164","G. Rogers","17","70","Lean","180000","1000"
"17165","K. McIntosh","24","62","Normal","90000","1000"
"17166","W. Graham","19","70","Stocky","190000","1000"
"17167","M. Henvey","18","72","Lean","180000","1000"
"17168","L. Gray","22","65","Normal","110000","1000"
"17169","E. Suliman","20","67","Lean","140000","2000"
"17170","K. Mellado","19","69","Stocky","190000","1000"
"17171","F. Tägtström","20","64","Lean","120000","1000"
"17172","J. Kronig","18","77","Normal","180000","1000"
"17173","M. Edjouma","21","64","Normal","120000","1000"
"17174","L. Wackerle","22","61","Normal","90000","1000"
"17175","T. Shibuya","23","60","Normal","90000","1000"
"17176","B. Mumba","16","80","Lean","190000","1000"
"17177","A. Addai","24","62","Normal","130000","2000"
"17178","R. Gómez","16","76","Lean","190000","1000"
"17179","A. Gilchrist","23","65","Lean","120000","1000"
"17180","V. Reitstetter","20","68","Normal","150000","1000"
"17181","B. Ozegovic","18","66","Normal","110000","1000"
"17182","M. Orozco","22","64","Lean","120000","1000"
"17183","S. Bakan","17","70","Lean","180000","2000"
"17184","M. Leverbe","21","63","Lean","110000","3000"
"17185","P. Almqvist","18","72","Lean","180000","1000"
"17186","Wang Chu","27","55","Normal","90000","2000"
"17187","M. Prinz","18","71","Lean","150000","1000"
"17188","M. García","19","64","Lean","130000","1000"
"17189","P. Pellegrino","20","64","Normal","100000","1000"
"17190","R. Al Otaibi","18","72","Lean","160000","1000"
"17191","N. Hämäläinen","21","65","Lean","120000","1000"
"17192","A. Kapp","23","63","Stocky","100000","1000"
"17193","L. Shabani","18","72","Lean","180000","1000"
"17194","B. Castrejón","21","64","Normal","120000","3000"
"17195","A. Kawai","18","68","Lean","140000","1000"
"17196","A. Nadesan","23","59","Normal","120000","1000"
"17197","A. Rodriguez","19","71","Lean","170000","1000"
"17198","V. Kaith","21","64","Normal","0","0"
"17199","S. Daly-Bütz","22","63","Normal","130000","1000"
"17200","A. Gudjónsson","19","71","Lean","170000","1000"
"17201","H. Andersson","16","70","Normal","160000","1000"
"17202","C. Elliot","18","72","Lean","180000","1000"
"17203","V. Triboulet","19","71","Lean","190000","1000"
"17204","A. Zaizen","19","66","Lean","150000","1000"
"17205","C. López","23","65","Normal","110000","1000"
"17206","A. Kigbu","19","74","Normal","170000","1000"
"17207","S. Tracy","29","55","Lean","70000","1000"
"17208","C. Sepúlveda","21","67","Lean","140000","1000"
"17209","S. Martin","21","69","Normal","190000","1000"
"17210","Y. Nishibe","37","55","Lean","10000","1000"
"17211","Liu Le","29","55","Normal","70000","1000"
"17212","R. Clampin","19","71","Lean","170000","1000"
"17213","L. Hlabi","18","58","Normal","100000","1000"
"17214","L. O'Reilly","22","63","Stocky","100000","1000"
"17215","H. Noda","20","70","Normal","180000","1000"
"17216","K. Taimi","26","57","Normal","0","0"
"17217","R. Al Najjar","23","62","Normal","90000","3000"
"17218","Liu Yue","20","64","Normal","140000","2000"
"17219","A. Takagi","20","66","Lean","150000","2000"
"17220","P. Bahanack","20","64","Normal","120000","2000"
"17221","M. Leiva","18","72","Lean","180000","1000"
"17222","A. Hodžić","18","68","Normal","160000","1000"
"17223","R. Mantel","17","73","Normal","140000","1000"
"17224","I. Mahnashi","18","73","Lean","180000","2000"
"17225","J. Hamon","23","61","Lean","90000","1000"
"17226","J. Earing","19","70","Lean","190000","1000"
"17227","M. Kamissoko","25","60","Normal","100000","1000"
"17228","O. Nowak","20","64","Normal","140000","1000"
"17229","J. Alvarado","18","74","Lean","180000","3000"
"17230","B. Wade","17","76","Normal","160000","1000"
"17231","Mai Jiajian","22","61","Lean","120000","2000"
"17232","H. Hawsawi","21","66","Normal","120000","1000"
"17233","J. Montoya","19","71","Lean","160000","1000"
"17234","Dong YanFeng","22","61","Normal","100000","1000"
"17235","M. Said","18","76","Lean","200000","1000"
"17236","G. Arib","18","69","Normal","160000","1000"
"17237","T. Mohr","21","63","Normal","110000","1000"
"17238","Sun Ya","21","65","Stocky","140000","2000"
"17239","J. Łabojko","20","64","Normal","120000","1000"
"17240","D. Camara Bos","19","68","Normal","150000","1000"
"17241","J. Saki","27","55","Stocky","90000","1000"
"17242","A. Benedyczak","17","73","Lean","180000","1000"
"17243","Li Chen","21","67","Normal","130000","1000"
"17244","A. Kajpust","19","63","Normal","110000","1000"
"17245","J. Cano","22","64","Normal","120000","1000"
"17246","M. Minder","25","61","Normal","90000","1000"
"17247","A. Marie-Sainte","19","70","Normal","170000","1000"
"17248","L. Sutton","21","63","Lean","110000","1000"
"17249","D. Amos","18","69","Normal","160000","1000"
"17250","M. Goto","24","61","Normal","90000","1000"
"17251","A. Splaine","21","63","Normal","110000","1000"
"17252","C. Peters","19","68","Lean","170000","1000"
"17253","R. Sulewski","24","61","Normal","100000","1000"
"17254","Luo Hao","23","61","Normal","100000","1000"
"17255","R. Deiman","19","67","Normal","150000","1000"
"17256","T. Okuda","29","56","Normal","70000","1000"
"17257","T. Jäntti","18","69","Normal","180000","1000"
"17258","C. Haas","25","58","Normal","80000","2000"
"17259","Jin Qiang","25","60","Lean","100000","2000"
"17260","Z. Hakeem","19","68","Normal","170000","2000"
"17261","Zhao Yingjie","25","58","Normal","110000","2000"
"17262","R. Ayagwa","20","67","Normal","160000","1000"
"17263","C. Ortiz","31","55","Normal","80000","1000"
"17264","P. Samiec-Talar","16","73","Normal","180000","1000"
"17265","D. Butterworth","18","70","Lean","180000","3000"
"17266","Y. Nuxoll","20","67","Normal","140000","1000"
"17267","A. Sow","18","70","Lean","180000","1000"
"17268","S. Svenlén","18","65","Normal","110000","1000"
"17269","F. Botiseriu","19","71","Normal","170000","1000"
"17270","L. Ward","21","69","Lean","160000","2000"
"17271","H. Palacios","18","76","Normal","200000","1000"
"17272","N. Bai","19","68","Lean","150000","1000"
"17273","H. Pickering","19","70","Lean","170000","1000"
"17274","J. Dakir","21","65","Lean","110000","1000"
"17275","Hugo Díaz","21","70","Lean","180000","4000"
"17276","T. Lowery","20","70","Lean","190000","2000"
"17277","J. Jaimes","20","69","Normal","180000","1000"
"17278","J. Tromsdal","20","65","Normal","140000","1000"
"17279","O. Aga","17","78","Lean","200000","1000"
"17280","J. Brannefalk","20","65","Lean","140000","1000"
"17281","E. Adebayo","20","67","Lean","160000","6000"
"17282","J. Simpson","19","67","Normal","150000","1000"
"17283","E. Durmaz","18","64","Normal","100000","1000"
"17284","A. Groundstroem","18","64","Lean","90000","1000"
"17285","Y. Fofana","17","74","Normal","110000","1000"
"17286","A. Harper","20","64","Lean","100000","1000"
"17287","H. Darling","18","68","Lean","130000","1000"
"17288","E. Ross","21","66","Stocky","100000","1000"
"17289","D. Wenzel-Halls","20","68","Lean","150000","1000"
"17290","J. Quiñones Saya","18","75","Lean","150000","1000"
"17291","K. Brouder","19","64","Lean","90000","1000"
"17292","J. Berger","18","71","Lean","130000","1000"
"17293","T. Holland","20","67","Normal","110000","1000"
"17294","R. Lovett","21","65","Normal","90000","1000"
"17295","C. Magerusan","18","65","Lean","110000","1000"
"17296","V. Adebayor","21","63","Lean","110000","1000"
"17297","T. Queen","19","69","Stocky","130000","1000"
"17298","C. Ruiz","20","65","Normal","120000","1000"
"17299","M. Malec","23","61","Lean","80000","1000"
"17300","F. Macias","19","69","Normal","150000","2000"
"17301","F. Acosta","24","60","Normal","90000","1000"
"17302","M. Ndione","18","64","Normal","100000","1000"
"17303","E. Fadda","21","65","Lean","90000","1000"
"17304","M. Siby","21","61","Lean","80000","1000"
"17305","H. McKirdy","21","67","Lean","130000","2000"
"17306","E. Otim","19","68","Lean","150000","1000"
"17307","D. Bochicchio","20","65","Normal","90000","1000"
"17308","O. Sverrisson","25","57","Normal","70000","1000"
"17309","A. Smith","20","68","Normal","150000","1000"
"17310","S. Avanzini","23","61","Normal","80000","1000"
"17311","E. Pastrana","18","71","Lean","130000","1000"
"17312","B. Lund","21","66","Normal","110000","1000"
"17313","M. Ibacache","19","64","Lean","90000","1000"
"17314","M. Howard","18","72","Lean","140000","1000"
"17315","H. Odoffin","20","64","Lean","100000","2000"
"17316","J. McAtee","18","71","Lean","140000","1000"
"17317","R. Akbari","18","69","Lean","140000","1000"
"17318","A. Reyes Ambuila","18","70","Normal","130000","1000"
"17319","I. Sadiq","18","70","Normal","140000","1000"
"17320","C. Merrie","19","70","Lean","140000","3000"
"17321","L. Morrison","19","67","Lean","130000","1000"
"17322","R. Strechie","17","66","Lean","110000","1000"
"17323","D. Castro","24","60","Normal","90000","1000"
"17324","A. Al Shammari","26","56","Normal","60000","2000"
"17325","A. Long","17","72","Lean","120000","3000"
"17326","O. Sims","17","74","Normal","130000","1000"
"17327","S. Wilson","19","70","Lean","120000","1000"
"17328","L. Colville","19","64","Lean","110000","1000"
"17329","S. Barone","19","66","Lean","90000","1000"
"17330","C. Scott","19","69","Normal","150000","1000"
"17331","M. Şatin","21","62","Lean","100000","1000"
"17332","Y. Kurihara","34","54","Lean","20000","1000"
"17333","J. Hackett","18","64","Normal","100000","1000"
"17334","C. Giuliani","19","71","Normal","120000","1000"
"17335","S. Brady","22","63","Lean","100000","1000"
"17336","E. Breivik","18","68","Lean","130000","1000"
"17337","R. Huser","20","71","Lean","150000","3000"
"17338","J. Suárez","20","65","Normal","120000","1000"
"17339","D. Gąska","21","58","Lean","90000","1000"
"17340","S. Passi","23","63","Normal","0","0"
"17341","D. Maekawa","23","61","Normal","70000","1000"
"17342","G. Maley","35","54","Stocky","20000","1000"
"17343","K. Yoshimaru","22","60","Normal","70000","1000"
"17344","B. Ekincier","19","68","Lean","150000","1000"
"17345","N. van den Dam","19","71","Lean","120000","1000"
"17346","S. Heaney","22","60","Normal","80000","1000"
"17347","C. MacDonald","20","71","Lean","130000","4000"
"17348","M. Napa","19","74","Lean","150000","1000"
"17349","M. Venturi","19","66","Normal","120000","1000"
"17350","T. Durso","19","74","Normal","120000","1000"
"17351","L. Gamíz","18","69","Normal","130000","1000"
"17352","M. Molenda","17","74","Normal","110000","1000"
"17353","E. Watt","18","75","Normal","150000","4000"
"17354","Xu Tianyuan","21","67","Normal","130000","2000"
"17355","L. D'Arrigo","16","71","Lean","130000","1000"
"17356","V. Barbero","17","73","Lean","140000","1000"
"17357","J. Pereira","23","58","Normal","70000","1000"
"17358","A. Al Dakheel","22","63","Normal","90000","2000"
"17359","I. Acero","18","73","Normal","140000","2000"
"17360","V. Adeboyejo","20","63","Lean","110000","2000"
"17361","D. Dalling","19","71","Lean","150000","1000"
"17362","E. McKeown","19","65","Normal","110000","1000"
"17363","J. Adams","17","70","Lean","130000","1000"
"17364","B. Al Bahrani","23","62","Normal","70000","2000"
"17365","N. Celic","19","70","Normal","130000","1000"
"17366","M. Al Majhad","21","64","Normal","110000","3000"
"17367","J. Ferreira","17","76","Lean","150000","1000"
"17368","T. Lauritsen","20","66","Lean","120000","1000"
"17369","Kang Yun Koo","25","57","Normal","90000","1000"
"17370","M. Jenz","19","69","Normal","130000","3000"
"17371","C. Salomón","18","67","Lean","110000","1000"
"17372","I. Núñez","19","68","Normal","130000","1000"
"17373","B. Syla","20","60","Normal","90000","2000"
"17374","R. Gutiérrez","22","64","Normal","80000","1000"
"17375","W. Popp","23","60","Lean","70000","1000"
"17376","T. Kircher","19","66","Lean","100000","1000"
"17377","E. McGinty","18","68","Lean","110000","1000"
"17378","T. Garratt","21","65","Normal","100000","1000"
"17379","S. Gucciardo","19","66","Normal","120000","1000"
"17380","L. Russe","18","66","Lean","110000","1000"
"17381","J. Kerr","20","69","Normal","130000","4000"
"17382","R. McCourt","20","64","Normal","100000","1000"
"17383","H. Strömgren","21","62","Lean","80000","1000"
"17384","Li Lei","25","60","Normal","70000","2000"
"17385","A. Fantini","20","68","Normal","120000","1000"
"17386","V. Piechocki","21","63","Normal","110000","2000"
"17387","M. Giraldo","20","67","Lean","120000","1000"
"17388","A. Damlu","18","71","Normal","110000","1000"
"17389","K. Hori","19","65","Normal","110000","1000"
"17390","S. Machino","18","65","Lean","110000","1000"
"17391","A. Nelson","20","64","Normal","110000","2000"
"17392","O. Skarsem","19","71","Lean","140000","1000"
"17393","C. Zamorano","19","68","Lean","130000","1000"
"17394","A. Søndergaard","17","77","Lean","120000","2000"
"17395","G. Harada","20","62","Normal","80000","1000"
"17396","E. Vertainen","19","67","Normal","130000","1000"
"17397","J. Breitfeld","21","65","Lean","120000","3000"
"17398","J. Beaulieu","24","59","Normal","70000","1000"
"17399","J. Weaver","21","66","Lean","100000","2000"
"17400","Mao Haoyu","21","62","Lean","100000","2000"
"17401","M. Lopez","21","66","Normal","110000","1000"
"17402","F. Fridriksson","19","70","Lean","130000","1000"
"17403","C. Camwell","19","71","Lean","130000","1000"
"17404","J. Macdonald","22","65","Lean","120000","1000"
"17405","M. Schmeling","18","68","Normal","130000","1000"
"17406","H. Sharahili","28","54","Lean","70000","3000"
"17407","P. Plewka","18","66","Normal","110000","1000"
"17408","D. Marzino","21","64","Normal","90000","1000"
"17409","J. Echave","17","74","Normal","110000","1000"
"17410","M. Welch-Hayes","21","62","Lean","90000","1000"
"17411","A. Lyons","17","66","Lean","90000","1000"
"17412","N. Feil","19","71","Normal","140000","1000"
"17413","G. Gibson","17","72","Normal","140000","1000"
"17414","M. Saunders-Henry","18","65","Lean","110000","1000"
"17415","J. Hanson","18","68","Normal","140000","1000"
"17416","F. Preston","19","74","Stocky","150000","2000"
"17417","M. Contreras","19","66","Lean","120000","1000"
"17418","R. Tanaka","19","66","Lean","120000","1000"
"17419","G. Botos","17","75","Lean","150000","1000"
"17420","S. Blaney","19","67","Normal","110000","1000"
"17421","T. Clavijo","19","69","Normal","130000","1000"
"17422","A. Comrie","21","68","Lean","130000","1000"
"17423","Y. Ogaki","18","72","Lean","140000","1000"
"17424","B. Cotter","19","64","Normal","90000","1000"
"17425","R. Masterson","21","61","Lean","100000","1000"
"17426","Ma Junliang","20","68","Lean","150000","2000"
"17427","A. Vucenovic","20","64","Normal","110000","2000"
"17428","F. Gómez","18","72","Normal","140000","1000"
"17429","J. Lártiga","20","68","Lean","120000","1000"
"17430","J. Meiser","19","66","Lean","120000","1000"
"17431","M. Olsen","19","74","Lean","130000","1000"
"17432","A. Reid","22","59","Normal","90000","2000"
"17433","J. Isaksen","18","67","Lean","120000","1000"
"17434","Yu Zhen","21","63","Normal","90000","1000"
"17435","B. Morgado","20","70","Lean","130000","3000"
"17436","Shen Shuaishuai","19","74","Lean","120000","1000"
"17437","D. Lalhlimpuia","20","67","Normal","0","0"
"17438","A. Zabani","21","64","Lean","100000","3000"
"17439","L. Butroid","19","71","Lean","130000","1000"
"17440","S. Walker","17","76","Lean","150000","4000"
"17441","N. Baumann","22","62","Normal","70000","1000"
"17442","P. Kalambayi","18","68","Normal","130000","1000"
"17443","S. Awaka","23","58","Lean","60000","1000"
"17444","R. Källman","19","68","Normal","120000","1000"
"17445","T. Wood","19","66","Normal","120000","1000"
"17446","I. Angking","18","74","Normal","130000","1000"
"17447","Strefezza","21","62","Normal","100000","2000"
"17448","Xie Weijun","20","63","Lean","110000","2000"
"17449","D. Pik","17","68","Normal","130000","1000"
"17450","R. Campbell","18","65","Normal","110000","1000"
"17451","N. James","17","67","Lean","90000","1000"
"17452","D. Grimshaw","20","68","Lean","120000","6000"
"17453","A. Aktas","18","74","Lean","140000","1000"
"17454","E. Toal","19","69","Lean","130000","1000"
"17455","T. Fantacci","21","65","Lean","120000","2000"
"17456","R. Hutchinson","18","74","Lean","130000","1000"
"17457","J. Veale","21","65","Lean","120000","4000"
"17458","E. Kalsaas","17","66","Lean","90000","1000"
"17459","M. Frese","20","65","Lean","120000","2000"
"17460","S. Yoneda","22","60","Lean","90000","1000"
"17461","S. Boyd","21","67","Normal","130000","1000"
"17462","M. Al Sharimi","23","61","Normal","80000","2000"
"17463","A. Baldwin","21","66","Normal","110000","4000"
"17464","K. Grozos","17","69","Normal","130000","1000"
"17465","H. Brkic","18","72","Normal","140000","1000"
"17466","M. Pfeifer","18","64","Lean","90000","1000"
"17467","S. Ono","38","54","Normal","20000","1000"
"17468","M. Attiyah","26","56","Normal","80000","3000"
"17469","B. Crellin","18","74","Normal","110000","1000"
"17470","J. Gallagher","22","63","Normal","110000","1000"
"17471","J. King","22","64","Normal","110000","1000"
"17472","C. Barrios","20","66","Normal","120000","1000"
"17473","H. Brockbank","19","66","Lean","100000","1000"
"17474","B. Scott","19","72","Normal","120000","1000"
"17475","M. Sheaf","18","69","Lean","140000","2000"
"17476","Zhang Yan","21","64","Normal","90000","1000"
"17477","N. Mantl","18","68","Normal","110000","1000"
"17478","K. Kumor","18","71","Lean","140000","1000"
"17479","S. McNamee","17","72","Normal","130000","1000"
"17480","L. Zottele","19","65","Lean","100000","1000"
"17481","C. Tanor","20","67","Lean","130000","1000"
"17482","K. Katz","18","68","Lean","130000","1000"
"17483","F. Al Birekan","18","74","Lean","140000","3000"
"17484","P. Teixeira","19","72","Lean","150000","1000"
"17485","J. Lankester","18","75","Lean","160000","1000"
"17486","Qian Yumiao","20","67","Stocky","120000","2000"
"17487","S. Łapiński","17","71","Normal","130000","1000"
"17488","T. Ryan","21","66","Normal","100000","1000"
"17489","J. Lindgren","20","67","Normal","110000","1000"
"17490","S. George","20","66","Lean","100000","1000"
"17491","J. McGarry","20","64","Normal","110000","1000"
"17492","M. Loaiza","23","62","Normal","70000","1000"
"17493","D. Łuczak","21","62","Normal","100000","1000"
"17494","A. Tymiński","18","67","Lean","110000","1000"
"17495","Liu Boyang","21","61","Normal","80000","1000"
"17496","J. Storevik","21","66","Normal","100000","1000"
"17497","K. Velde","18","64","Lean","100000","1000"
"17498","T. Isherwood","20","70","Normal","140000","1000"
"17499","V. Fazliu","22","62","Normal","100000","1000"
"17500","D. Pakulski","19","63","Lean","100000","1000"
