Name,Age,Potential,Body Type,Value,Wage
S. Mbakata,20,70,Normal,325000.00,1000.00
R. Harley,33,61,Lean,150000.00,3000.00
P. Hercher,22,67,Normal,350000.00,1000.00
L. Balerdi,19,78,Normal,500000.00,2000.00
G. Guerrieri,22,68,Normal,260000.00,4000.00
L. Kramer,18,75,Normal,475000.00,1000.00
A. Tozzo,25,66,Lean,240000.00,4000.00
A. Domínguez,27,62,Lean,280000.00,4000.00
A. Melo,22,72,Lean,425000.00,3000.00
S. Al Qeshtah,25,63,Normal,260000.00,2000.00
J. Partington,28,61,Normal,200000.00,2000.00
M. Gillespie,26,64,Normal,220000.00,1000.00
D. Gyollai,21,74,Normal,400000.00,3000.00
J. Cook,28,61,Normal,250000.00,3000.00
T. Hudson-Wihongi,23,67,Normal,0.00,0.00
J. Tuominen,22,69,Lean,0.00,0.00
T. Smith,22,67,Lean,250000.00,1000.00
Kim Young Sin,32,61,Normal,200000.00,1000.00
Li Songyi,25,64,Lean,260000.00,3000.00
R. Wulle,24,68,Normal,260000.00,1000.00
A. Al Khulaif,21,73,Lean,450000.00,5000.00
A. Fontana,18,79,Lean,525000.00,1000.00
P. Prado,22,72,Normal,375000.00,3000.00
M. Rocca,22,69,Lean,375000.00,5000.00
J. Vogliotti,33,61,Normal,160000.00,1000.00
K. Yoshino,23,67,Normal,290000.00,2000.00
Liu Yang,27,63,Normal,250000.00,2000.00
D. Moreno,23,68,Lean,350000.00,1000.00
M. Comba,24,66,Normal,325000.00,2000.00
L. Gambin,25,63,Normal,300000.00,2000.00
E. Maanane,23,66,Normal,350000.00,1000.00
M. Meneses,19,71,Lean,400000.00,1000.00
T. Børkeeiet,19,79,Normal,525000.00,1000.00
A. Bennett,36,61,Normal,30000.00,1000.00
M. Martic,22,64,Normal,270000.00,3000.00
Chico,27,62,Lean,280000.00,2000.00
J. Lindsey,18,80,Normal,450000.00,1000.00
D. Vlahovic,18,80,Normal,525000.00,5000.00
Miquel Parera,22,68,Normal,260000.00,1000.00
Diego Pampín,18,79,Normal,450000.00,2000.00
J. Suárez,21,69,Lean,375000.00,2000.00
M. Reule,24,67,Stocky,250000.00,1000.00
Bai Yuefeng,31,61,Normal,160000.00,3000.00
V. Müller,19,75,Lean,500000.00,1000.00
C. Ferreira,18,81,Lean,525000.00,2000.00
J. Houghton,22,68,Lean,350000.00,3000.00
N. Smith,22,64,Normal,270000.00,2000.00
L. Carillo,21,68,Normal,300000.00,2000.00
S. Ruiz,20,73,Normal,400000.00,1000.00
L. Amarilla,22,70,Normal,400000.00,3000.00
S. Ormeño,24,65,Stocky,325000.00,2000.00
P. Petrović,22,66,Normal,325000.00,1000.00
R. Callachan,24,66,Stocky,325000.00,1000.00
Leandro,29,63,Lean,200000.00,1000.00
Zhong JinBao,23,67,Normal,350000.00,2000.00
Park Dae Han,22,70,Lean,290000.00,1000.00
D. Burgzorg,19,75,Lean,550000.00,1000.00
Marcus Vinícius,34,61,Lean,130000.00,1000.00
V. Wernersson,22,69,Lean,325000.00,1000.00
Roger Riera,23,68,Normal,300000.00,4000.00
N. Blissett,28,61,Normal,260000.00,2000.00
F. Sulmoni,32,61,Normal,140000.00,2000.00
M. Harrer,26,62,Normal,300000.00,3000.00
M. Havekotte,22,70,Normal,290000.00,1000.00
S. Bastoni,21,73,Normal,450000.00,1000.00
A. Rinomhota,21,74,Normal,475000.00,4000.00
J. Caletti,19,73,Lean,375000.00,1000.00
G. Ray,24,68,Lean,300000.00,3000.00
Zhang Chenglin,31,61,Normal,160000.00,3000.00
L. Mokhevishvili,22,74,Normal,425000.00,1000.00
V. Myhra,21,72,Normal,350000.00,1000.00
Chen Hao,25,64,Lean,270000.00,2000.00
M. Ferreira,21,71,Normal,350000.00,1000.00
M. Moënza,24,66,Normal,280000.00,1000.00
A. Swolfs,20,72,Lean,350000.00,2000.00
K. Machida,20,75,Lean,500000.00,2000.00
A. Babacan,18,76,Lean,525000.00,4000.00
K. Gutiérrez,21,75,Normal,550000.00,2000.00
K. Appiah-Kubi,26,62,Lean,300000.00,1000.00
P. Keegan,33,61,Normal,150000.00,1000.00
K. Woolery,23,64,Lean,325000.00,3000.00
J. Vagnoman,17,83,Normal,500000.00,1000.00
A. Kostić,22,68,Normal,350000.00,3000.00
B. Nugent,24,64,Normal,270000.00,2000.00
S. Habergham,26,61,Normal,210000.00,3000.00
H. Ayaroğlu,23,70,Lean,400000.00,2000.00
J. Brandon,20,75,Lean,500000.00,1000.00
E. Omondi,23,66,Normal,325000.00,1000.00
R. Alvarez,19,79,Lean,550000.00,1000.00
B. Purkiss,34,61,Lean,70000.00,2000.00
T. Basila,19,78,Normal,500000.00,2000.00
M. Rose,23,66,Normal,325000.00,2000.00
Y. Schmid,23,71,Normal,350000.00,2000.00
Christovao,25,64,Normal,325000.00,1000.00
I. Magnusson,20,74,Lean,475000.00,1000.00
M. Wintzheimer,19,77,Lean,550000.00,2000.00
K. Anzai,23,67,Lean,290000.00,1000.00
D. Mihajlovic,26,62,Normal,240000.00,2000.00
D. Emmanouilidis,17,77,Lean,500000.00,1000.00
P. Smyth,20,75,Lean,550000.00,1000.00
K. Kristinsson,19,74,Lean,475000.00,1000.00
D. Duhaney,19,77,Lean,475000.00,3000.00
L. Østigård,18,81,Normal,475000.00,3000.00
Lee Bum Soo,27,62,Normal,200000.00,1000.00
Yi Fan,26,65,Normal,230000.00,2000.00
Robert Sanchez,20,73,Normal,350000.00,4000.00
S. Macías,22,72,Lean,375000.00,1000.00
M. Egho,24,67,Lean,350000.00,2000.00
P. Pfeiffer,18,79,Lean,475000.00,1000.00
B. Anderson,19,77,Lean,550000.00,1000.00
L. Grimshaw,23,69,Normal,375000.00,1000.00
V. Vermeer,22,65,Stocky,280000.00,1000.00
M. Kaasa,20,74,Lean,475000.00,1000.00
H. Al Shamrani,21,72,Lean,375000.00,3000.00
C. Sierra,27,61,Stocky,260000.00,1000.00
E. Mensah,20,72,Lean,425000.00,1000.00
S. Baradji,22,68,Normal,350000.00,1000.00
M. Igonen,21,71,Normal,325000.00,1000.00
S. Galloway,23,65,Lean,270000.00,1000.00
D. Moreno,22,71,Lean,400000.00,1000.00
Zhang Cheng,29,61,Normal,190000.00,4000.00
Ma Xingyu,28,61,Normal,250000.00,3000.00
T. Mokwa,25,64,Normal,260000.00,1000.00
D. Lippert,22,70,Lean,325000.00,3000.00
Y. Tatsuta,20,77,Lean,500000.00,1000.00
M. Hjulmand,19,72,Lean,425000.00,1000.00
Y. Shimaya,29,61,Lean,250000.00,1000.00
J. Lotomba,19,78,Lean,475000.00,2000.00
Hiago,26,61,Normal,270000.00,1000.00
K. Scheidhauer,26,61,Normal,280000.00,1000.00
An Jin Beom,26,64,Lean,325000.00,1000.00
M. Kakuda,34,61,Lean,80000.00,1000.00
Kang Ji Yong,28,61,Normal,200000.00,1000.00
J. Gulley,25,64,Normal,0.00,0.00
C. Owens,20,75,Lean,550000.00,1000.00
N. Raskin,17,79,Normal,500000.00,2000.00
J. Bocanegra,19,74,Normal,475000.00,1000.00
Rubén Sánchez,23,67,Lean,350000.00,2000.00
Lee Min Soo,26,62,Normal,290000.00,1000.00
C. Castro,21,69,Lean,325000.00,1000.00
S. Ohlsson,25,64,Lean,325000.00,1000.00
F. Cambeses,21,75,Lean,450000.00,1000.00
L. Compagnucci,22,73,Normal,400000.00,1000.00
M. Cortesi,20,70,Lean,400000.00,1000.00
M. Borquez,19,71,Normal,300000.00,1000.00
M. Robinson,21,72,Normal,375000.00,1000.00
Z. Randriambololona,24,65,Lean,325000.00,2000.00
K. Finnbogason,23,68,Normal,350000.00,1000.00
J. Storey,20,71,Normal,350000.00,2000.00
G. Simeone,19,76,Lean,550000.00,2000.00
J. Jesgarzewski,24,66,Normal,280000.00,1000.00
T. Jacobsen,21,70,Normal,325000.00,3000.00
J. Allen,23,69,Lean,375000.00,1000.00
E. Bekiroglu,22,66,Normal,325000.00,1000.00
J. Benteke,23,67,Lean,350000.00,3000.00
J. Albert,26,65,Normal,270000.00,1000.00
A. Morkaya,29,61,Normal,200000.00,4000.00
A. Muric,19,78,Normal,450000.00,3000.00
W. Atkinson,29,61,Normal,240000.00,4000.00
L. Matarese,20,73,Normal,450000.00,2000.00
M. Ellis,29,61,Normal,200000.00,2000.00
S. Ayala,22,69,Lean,325000.00,1000.00
Bae Sin Yeong,26,64,Normal,300000.00,1000.00
E. Bytyqi,21,69,Lean,375000.00,1000.00
M. Lercher,22,68,Normal,300000.00,3000.00
J. Morias,22,70,Stocky,400000.00,3000.00
F. Lesniak,22,69,Lean,375000.00,2000.00
A. Whiteman,19,75,Lean,450000.00,3000.00
W. Aimson,24,67,Lean,290000.00,2000.00
K. Al Barakah,27,61,Normal,210000.00,2000.00
Diego Ferraresso,26,62,Normal,240000.00,1000.00
T. Christensen,18,80,Normal,525000.00,1000.00
R. Aït Nouri,17,81,Lean,450000.00,2000.00
C. Robertson,31,61,Normal,170000.00,3000.00
A. Revell,34,61,Normal,130000.00,3000.00
R. Al Mousa,23,68,Normal,350000.00,3000.00
J. Rønningen,27,61,Normal,260000.00,1000.00
A. Bordin,19,73,Stocky,425000.00,4000.00
C. Klarer,18,77,Lean,475000.00,3000.00
P. Stępiński,23,67,Lean,290000.00,1000.00
W. McDonald,21,69,Normal,375000.00,1000.00
M. Stamnestrø,26,61,Lean,270000.00,1000.00
F. Al Johani,26,61,Normal,270000.00,4000.00
S. Harrison,20,72,Lean,450000.00,10000.00
P. Klimala,19,73,Normal,450000.00,1000.00
K. Browne,31,61,Stocky,170000.00,1000.00
Y. Diarra,20,74,Normal,475000.00,4000.00
A. Oxborough,20,76,Lean,450000.00,2000.00
M. Qvist,25,64,Normal,325000.00,2000.00
C. Good,25,63,Normal,260000.00,2000.00
M. Saito,19,72,Normal,425000.00,1000.00
K. Sterling,19,75,Normal,550000.00,7000.00
S. Davies,31,61,Normal,150000.00,2000.00
D. Imrie,34,61,Lean,130000.00,1000.00
D. Orellana,25,63,Normal,300000.00,1000.00
A. Borkovic,19,73,Lean,375000.00,1000.00
G. Vicario,21,73,Lean,350000.00,1000.00
A. Karadas,36,61,Stocky,90000.00,1000.00
A. Madrid,23,69,Lean,375000.00,1000.00
M. Butcher,21,73,Normal,450000.00,7000.00
N. Gómez,20,70,Lean,400000.00,4000.00
G. Cardozo,20,71,Lean,350000.00,1000.00
J. Clarke,17,80,Lean,500000.00,3000.00
S. Benega,19,77,Normal,550000.00,2000.00
F. Sittsam,23,66,Lean,290000.00,1000.00
F. El Khoumisti,25,65,Lean,325000.00,1000.00
D. Rosales,20,73,Normal,400000.00,2000.00
T. Warschewski,20,72,Normal,450000.00,1000.00
F. Sgarbi,20,70,Normal,350000.00,1000.00
C. O'Grady,32,61,Normal,200000.00,3000.00
G. Hiwat,24,63,Normal,300000.00,2000.00
Jung Seon Ho,29,61,Normal,200000.00,1000.00
I. Meslier,18,79,Lean,425000.00,1000.00
J. Sánchez Purata,20,74,Normal,425000.00,5000.00
H. Daza,20,74,Normal,425000.00,1000.00
J. Mondragón,23,70,Lean,325000.00,1000.00
T. Fukumitsu,26,61,Normal,270000.00,2000.00
E. Cerna,20,74,Lean,475000.00,7000.00
S. Tka,27,61,Lean,210000.00,2000.00
A. Dales,23,67,Normal,350000.00,2000.00
E. Wichne,21,72,Normal,375000.00,1000.00
J. Simpson,21,71,Normal,350000.00,6000.00
J. Bamert,20,77,Lean,500000.00,3000.00
M. Kamekawa,25,65,Lean,270000.00,2000.00
B. Córdoba,25,64,Normal,325000.00,1000.00
M. Randall,28,61,Lean,250000.00,2000.00
A. Eisa,21,73,Lean,450000.00,1000.00
B. Dia,21,70,Normal,400000.00,3000.00
M. Maidana,27,61,Normal,210000.00,2000.00
F. Brown Forbes,26,62,Normal,300000.00,1000.00
Jo Soo Chul,27,61,Normal,260000.00,1000.00
S. Banza,21,70,Lean,400000.00,2000.00
T. Onozawa,20,69,Lean,375000.00,1000.00
J. Ndecky,21,72,Lean,375000.00,3000.00
L. Tupta,20,76,Normal,550000.00,1000.00
J. Pepper,26,64,Lean,260000.00,1000.00
M. Majrashi,27,61,Lean,270000.00,5000.00
D. Toköz,22,72,Stocky,425000.00,6000.00
Guo Hao,25,66,Normal,280000.00,2000.00
K. Sekiguchi,32,61,Lean,200000.00,1000.00
K. Jacobs,28,61,Stocky,250000.00,2000.00
M. Christensen,20,73,Lean,450000.00,2000.00
Lee Jeong Bin,23,69,Normal,375000.00,1000.00
R. Tulloch,17,76,Normal,500000.00,3000.00
L. Agüero,21,72,Normal,450000.00,2000.00
D. Meredith,18,76,Normal,450000.00,2000.00
M. Romero,22,67,Normal,350000.00,2000.00
J. Masson,20,75,Lean,500000.00,1000.00
B. Burns,18,78,Stocky,525000.00,1000.00
B. Gilmour,17,84,Lean,550000.00,7000.00
Cheng Yuan,24,66,Normal,350000.00,3000.00
Kim Hyun Hun,27,61,Lean,210000.00,1000.00
Genaro,20,71,Lean,400000.00,2000.00
Y. Takahashi,25,67,Normal,290000.00,1000.00
B. Wilson,21,73,Lean,450000.00,1000.00
D. Heymans,19,73,Normal,425000.00,1000.00
C. Randall,22,69,Normal,325000.00,1000.00
C. Johnson,20,74,Lean,425000.00,7000.00
R. Nicolaisen,21,75,Lean,500000.00,3000.00
M. Nani,20,75,Normal,500000.00,2000.00
S. Otayf,27,61,Stocky,270000.00,4000.00
H. Nakamura,32,61,Stocky,140000.00,1000.00
M. Kryeziu,21,72,Stocky,375000.00,2000.00
Park Hyeong Jin,28,61,Normal,250000.00,2000.00
A. Gallo,18,81,Lean,525000.00,1000.00
Baek Dong Gyu,27,63,Normal,250000.00,1000.00
R. Watson,22,69,Lean,280000.00,1000.00
A. Amadi-Holloway,25,65,Normal,325000.00,2000.00
D. Olave,24,68,Lean,300000.00,1000.00
R. Romero,19,74,Lean,475000.00,1000.00
B. Janošević,28,63,Normal,210000.00,1000.00
D. Sula,20,71,Normal,425000.00,2000.00
B. Hanlan,21,68,Normal,350000.00,1000.00
P. Wiesinger,24,68,Lean,300000.00,2000.00
C. Martin,23,66,Lean,290000.00,1000.00
Kuk Tae Jeong,22,67,Normal,290000.00,1000.00
D. Oberhauser,27,63,Normal,200000.00,1000.00
E. Kupen,28,61,Normal,260000.00,1000.00
D. Jarl,26,64,Lean,260000.00,1000.00
D. Carr,24,67,Lean,350000.00,1000.00
M. Diallo,27,61,Normal,270000.00,2000.00
L. Scherff,21,70,Normal,400000.00,1000.00
C. Brandeborn,27,61,Stocky,260000.00,1000.00
M. Drennan,24,68,Normal,350000.00,1000.00
I. Djuric,29,61,Normal,200000.00,2000.00
M. Allende,19,71,Normal,400000.00,1000.00
M. Knudsen,23,68,Normal,350000.00,2000.00
T. Taiwo,28,61,Normal,250000.00,2000.00
L. Pizarro,20,75,Normal,550000.00,2000.00
M. Olsen Pettersen,18,76,Normal,425000.00,1000.00
A. Berry,20,69,Normal,325000.00,1000.00
H. Wingo,22,69,Lean,375000.00,1000.00
M. Taylor-Crossdale,18,79,Lean,525000.00,8000.00
C. Omeje,28,61,Normal,260000.00,1000.00
C. Vidal,18,77,Lean,475000.00,2000.00
F. Okenabirhie,22,70,Normal,400000.00,2000.00
J. Aguilera,18,77,Normal,525000.00,1000.00
S. Warmolts,24,66,Normal,290000.00,1000.00
D. Mantilla,21,69,Normal,375000.00,1000.00
P. Amond,30,61,Normal,240000.00,2000.00
M. Pałaszewski,20,71,Normal,325000.00,1000.00
M. Pavić,23,68,Normal,260000.00,1000.00
K. Hachisuka,27,60,Normal,220000.00,1000.00
B. Cooper,18,80,Lean,375000.00,2000.00
G. Damen,20,66,Normal,280000.00,1000.00
C. Rubio Sivodedov,20,70,Normal,325000.00,1000.00
J. Smith,20,74,Normal,450000.00,4000.00
M. Ndjoli,19,75,Lean,450000.00,5000.00
Manu Navarro,17,72,Normal,325000.00,1000.00
Javi Pérez,22,68,Lean,300000.00,3000.00
J. Wallens,25,65,Lean,200000.00,1000.00
A. Parisi,23,63,Normal,220000.00,1000.00
L. Yamaguchi,20,70,Lean,260000.00,1000.00
K. Tagawa,19,70,Lean,325000.00,1000.00
J. Herrera,26,61,Normal,250000.00,1000.00
P. Chato,21,70,Normal,290000.00,1000.00
E. Majetschak,18,76,Lean,425000.00,3000.00
H. Hope,24,65,Normal,280000.00,2000.00
Seo Jae Min,20,72,Normal,375000.00,1000.00
R. Durán,20,72,Lean,375000.00,5000.00
B. Adekanye,19,80,Normal,450000.00,7000.00
C. Baumgartner,18,78,Lean,425000.00,2000.00
Salcedo,27,62,Normal,170000.00,1000.00
L. Donnelly,22,71,Normal,300000.00,1000.00
S. Lauper,21,69,Lean,280000.00,2000.00
Anderson Emanuel,22,72,Lean,375000.00,3000.00
A. Balanta,18,80,Normal,375000.00,1000.00
C. Georges,24,63,Lean,260000.00,1000.00
W. Hajda,18,74,Normal,375000.00,1000.00
N. Petric,27,64,Normal,180000.00,1000.00
D. Kerschbaumer,29,60,Normal,160000.00,3000.00
R. Telfer,24,65,Normal,280000.00,1000.00
Otaño,22,70,Lean,260000.00,1000.00
D. Loader,17,82,Lean,450000.00,3000.00
J. Montaño,25,65,Lean,230000.00,1000.00
J. Marcinkowski,21,71,Normal,280000.00,1000.00
G. Herrem,30,60,Normal,200000.00,1000.00
I. Al Zubaidi,28,60,Normal,160000.00,3000.00
J. Calero,19,76,Lean,450000.00,2000.00
S. Perić,21,66,Normal,240000.00,1000.00
S. Raheriharimanana,24,63,Lean,220000.00,1000.00
R. Gül,17,77,Stocky,400000.00,3000.00
I. Wilson,19,75,Normal,400000.00,1000.00
N. Al Dawsari,19,78,Normal,450000.00,3000.00
H. Al Maqati,24,62,Normal,260000.00,2000.00
K. Bigler,25,63,Normal,210000.00,2000.00
P. Berg,20,65,Lean,280000.00,1000.00
A. Zendejas,20,69,Lean,325000.00,4000.00
A. Karnuçu,18,79,Lean,375000.00,3000.00
D. Quaranta,21,69,Lean,280000.00,1000.00
T. Velaphi,31,60,Lean,130000.00,1000.00
N. Das,24,65,Normal,0.00,0.00
J. Durán,21,73,Lean,350000.00,3000.00
Rafael Zuchi,24,66,Normal,240000.00,3000.00
M. Vargas,22,71,Normal,280000.00,1000.00
O. Ural,21,70,Lean,290000.00,1000.00
S. Mustafa,32,60,Normal,120000.00,2000.00
M. Youssouf,30,60,Stocky,200000.00,1000.00
S. Hart,21,70,Normal,290000.00,4000.00
M. Al Baqawi,22,69,Normal,270000.00,4000.00
J. Díaz,21,71,Normal,350000.00,1000.00
Liu Junshuai,23,68,Normal,260000.00,2000.00
H. Hankić,24,65,Normal,200000.00,1000.00
Jiang Zhe,29,60,Normal,160000.00,2000.00
G. Edmundson,20,71,Normal,325000.00,2000.00
M. Blauensteiner,23,66,Normal,240000.00,2000.00
K. Rauhut,28,61,Normal,170000.00,1000.00
A. Tripaldelli,19,78,Normal,400000.00,3000.00
B. Wilson,25,63,Normal,180000.00,1000.00
T. Kunimoto,20,72,Normal,375000.00,1000.00
V. Xenopoulos,20,74,Normal,375000.00,1000.00
B. Warland,21,69,Normal,280000.00,1000.00
M. Paes,20,71,Normal,280000.00,1000.00
R. Obermair,22,69,Lean,325000.00,3000.00
C. Palacios,17,74,Lean,400000.00,1000.00
L. O'Brien,26,64,Lean,190000.00,1000.00
D. Ochieng,25,63,Normal,220000.00,1000.00
W. Kurtovic,22,70,Normal,325000.00,1000.00
Yoo Seung Min,19,73,Lean,400000.00,1000.00
T. Freriks,19,71,Normal,350000.00,1000.00
Manu Moya,22,67,Normal,250000.00,1000.00
A. Södlund,21,68,Lean,300000.00,1000.00
M. Kurogi,28,60,Lean,210000.00,1000.00
K. Sessa,17,80,Lean,400000.00,1000.00
Sergio Tienza,21,70,Normal,260000.00,2000.00
K. Michalski,18,75,Normal,375000.00,1000.00
Carlos Vicente,19,71,Lean,350000.00,1000.00
B. Rowthorn,19,69,Normal,300000.00,3000.00
T. Fleckstein,19,75,Lean,400000.00,1000.00
D. Restrepo,25,65,Normal,230000.00,1000.00
S. Omeonga,22,67,Lean,290000.00,2000.00
D. N'Lundulu,19,72,Normal,375000.00,4000.00
D. Wanner,19,77,Lean,450000.00,3000.00
J. Zickert,20,72,Normal,325000.00,1000.00
Y. Ota,35,60,Normal,90000.00,1000.00
K. Velasco,21,67,Normal,290000.00,1000.00
A. Al Ruhaili,23,68,Normal,230000.00,2000.00
Lee Eun Beom,22,68,Lean,300000.00,1000.00
B. Diakité,17,80,Normal,375000.00,2000.00
C. Guy,21,70,Lean,325000.00,4000.00
D. Cruz,23,64,Lean,220000.00,1000.00
E. Erenler,25,65,Stocky,230000.00,2000.00
J. Velásquez,23,69,Normal,325000.00,1000.00
K. Skoglund,30,60,Normal,150000.00,1000.00
L. Gottwalt,20,72,Normal,325000.00,1000.00
Yang Jun,37,60,Lean,10000.00,2000.00
N. Knothe,19,75,Lean,400000.00,2000.00
A. Buongiorno,19,76,Lean,400000.00,2000.00
S. Walukiewicz,18,76,Normal,375000.00,1000.00
Park Jeong Su,24,62,Lean,210000.00,1000.00
C. Slattery,19,77,Lean,450000.00,3000.00
G. Reilly,25,62,Normal,260000.00,2000.00
D. Beyreuther,18,76,Lean,375000.00,2000.00
P. Bastianello,20,70,Stocky,260000.00,1000.00
B. Osayi-Samuel,20,73,Lean,400000.00,1000.00
D. O'Shaughnessy,23,67,Lean,250000.00,1000.00
L. Selahi,19,73,Lean,375000.00,1000.00
A. Makarov,22,70,Lean,325000.00,1000.00
Bruno Jordão,19,76,Normal,450000.00,1000.00
A. Al Hamdan,18,74,Lean,425000.00,3000.00
D. Henriquez,19,76,Normal,450000.00,1000.00
Kike PIna,21,70,Normal,290000.00,2000.00
E. Ntim,22,69,Normal,270000.00,1000.00
L. Charman,20,73,Normal,400000.00,5000.00
L. O'Neil,24,61,Lean,210000.00,2000.00
J. Issa,21,71,Lean,325000.00,3000.00
I. Näsberg,22,69,Normal,270000.00,1000.00
K. O'Connor,23,69,Lean,270000.00,2000.00
A. Halme,20,75,Lean,425000.00,4000.00
T. Watson,21,72,Lean,325000.00,3000.00
M. Sifneos,21,69,Lean,325000.00,1000.00
E. Al Joufi,23,66,Normal,240000.00,3000.00
U. Singh,22,67,Normal,0.00,0.00
A. Maldonado,20,74,Lean,425000.00,2000.00
B. Álvarez,20,71,Normal,350000.00,2000.00
Ximo Miralles,22,68,Normal,230000.00,1000.00
I. Furu,24,66,Normal,240000.00,1000.00
J. Fryer,22,66,Normal,210000.00,4000.00
M. Godinho,21,73,Normal,350000.00,1000.00
F. Hörberg,19,72,Normal,350000.00,1000.00
A. Calver,22,65,Normal,230000.00,1000.00
J. Tymon,19,77,Lean,400000.00,2000.00
G. Corbo,18,80,Lean,375000.00,2000.00
Lombo,19,69,Lean,230000.00,1000.00
T. Elšnik,20,71,Normal,350000.00,4000.00
D. Rasak,22,67,Normal,250000.00,1000.00
A. Peláez,24,67,Normal,210000.00,2000.00
E. Segberg,21,73,Lean,400000.00,1000.00
R. Hironaga,28,61,Normal,170000.00,2000.00
K. Böhnlein,28,60,Normal,170000.00,1000.00
S. Atakayi,19,78,Lean,450000.00,3000.00
A. Angulo,22,73,Lean,350000.00,1000.00
A. Nguiamba,19,77,Lean,400000.00,1000.00
A. Whitmore,22,65,Normal,240000.00,2000.00
T. van de Berg,20,67,Normal,250000.00,1000.00
M. Belkheir,19,75,Lean,450000.00,1000.00
M. Okazaki,19,75,Lean,400000.00,1000.00
A. Vogliacco,19,72,Normal,325000.00,4000.00
Heo Jae Won,34,60,Normal,60000.00,1000.00
Liao Bochao,30,60,Normal,150000.00,2000.00
M. Rauschenberg,26,62,Normal,210000.00,1000.00
S. Murillo,24,65,Normal,230000.00,1000.00
F. Çakır,23,67,Normal,210000.00,2000.00
P. Ruiz,19,77,Lean,450000.00,1000.00
Guo Quanbo,20,70,Normal,260000.00,1000.00
N. Ferguson,17,75,Normal,375000.00,2000.00
Algobia,19,77,Lean,450000.00,1000.00
A. Favaro,22,67,Normal,210000.00,1000.00
T. Moniwa,36,60,Normal,30000.00,1000.00
J. Gibbons,20,66,Lean,240000.00,2000.00
R. Yamasaki,25,63,Normal,260000.00,1000.00
G. Maris,22,66,Normal,280000.00,2000.00
O. Okungbowa,24,65,Normal,240000.00,2000.00
K. Krasniqi,22,68,Lean,300000.00,1000.00
E. Weeger,21,67,Normal,250000.00,1000.00
B. Mirelis,19,73,Lean,350000.00,1000.00
N. Watanabe,23,66,Lean,280000.00,1000.00
R. Ljubicic,18,70,Lean,300000.00,1000.00
J. Forster,24,65,Normal,230000.00,2000.00
A. Santos,23,65,Lean,280000.00,1000.00
J. Molina,25,64,Normal,270000.00,1000.00
Long Cheng,23,64,Normal,230000.00,2000.00
O. Olomola,20,70,Stocky,350000.00,2000.00
K. Arthur,22,64,Normal,270000.00,1000.00
A. Majrashi,18,74,Normal,375000.00,2000.00
W. Parra,23,70,Lean,290000.00,1000.00
O. Alseth,23,66,Lean,240000.00,1000.00
J. Ortíz,19,74,Normal,400000.00,1000.00
Matis Carvalho,19,73,Normal,300000.00,1000.00
David Gil,24,65,Normal,200000.00,1000.00
E. List,21,64,Normal,280000.00,1000.00
J. Mukena,18,74,Lean,375000.00,3000.00
P. Vincenti,31,60,Lean,180000.00,2000.00
M. Salazar,25,61,Normal,250000.00,1000.00
F. Rossi,27,64,Lean,180000.00,3000.00
P. Kühn,25,63,Normal,180000.00,1000.00
U. Saracco,24,66,Lean,210000.00,1000.00
T. Königsmann,21,66,Stocky,210000.00,1000.00
J. Pearson,25,63,Normal,210000.00,1000.00
K. Onose,25,62,Lean,260000.00,2000.00
C. Zesiger,20,76,Lean,425000.00,2000.00
G. Mainero,23,68,Lean,300000.00,2000.00
Adrián,22,68,Normal,230000.00,1000.00
S. Tanasijevic,21,66,Normal,240000.00,2000.00
M. Tonge,35,60,Normal,90000.00,2000.00
R. Garay,21,74,Lean,450000.00,1000.00
V. van den Bogert,18,71,Normal,290000.00,1000.00
A. De Francesco,23,67,Lean,290000.00,1000.00
I. Camara,17,76,Normal,425000.00,1000.00
A. Kay,35,60,Stocky,50000.00,2000.00
N. Cowburn,23,65,Lean,230000.00,1000.00
M. Eberwein,22,68,Lean,300000.00,1000.00
I. Aaneba,19,71,Normal,300000.00,1000.00
C. Kountouriotis,20,70,Normal,325000.00,1000.00
M. Janssen,19,68,Normal,250000.00,1000.00
M. Kanabah,25,64,Normal,230000.00,2000.00
J. Karlstrøm,21,73,Lean,325000.00,1000.00
G. Byers,22,68,Normal,300000.00,4000.00
Lin Liangming,21,73,Lean,400000.00,1000.00
A. Putna,23,68,Stocky,230000.00,1000.00
Yang Qipeng,31,60,Lean,130000.00,2000.00
Hu Ruibao,21,68,Lean,270000.00,2000.00
Caio Marcelo,20,71,Normal,325000.00,1000.00
J. Carroll,26,61,Lean,200000.00,2000.00
S. Fraser,23,69,Lean,325000.00,2000.00
P. Posipal,30,60,Lean,150000.00,1000.00
R. Fulton,22,67,Normal,210000.00,1000.00
M. Herrera,19,73,Lean,350000.00,1000.00
A. Sicker,21,70,Lean,290000.00,1000.00
V. Drkušić,18,75,Normal,375000.00,1000.00
D. Chávez,23,64,Lean,270000.00,1000.00
J. Maddox,19,77,Lean,450000.00,1000.00
R. Strain,21,68,Normal,260000.00,1000.00
R. Germain,23,66,Lean,290000.00,1000.00
M. Komenda,21,71,Normal,325000.00,1000.00
M. Seidel,23,69,Normal,240000.00,1000.00
M. Kristensen,21,71,Lean,350000.00,1000.00
R. Izumi,24,64,Normal,270000.00,1000.00
J. Valencia,18,79,Lean,425000.00,1000.00
Leja,23,69,Normal,240000.00,1000.00
K. Athiu,25,63,Normal,260000.00,2000.00
Y. Suzuki,24,62,Normal,260000.00,1000.00
I. Baba,22,69,Normal,325000.00,1000.00
